class_title,class_sku,class_url,class_image
"Sketchbook Illustration for All: Draw Your Day with Watercolor & Pen",1484315624,https://www.skillshare.com/classes/holberton-image-search/1484315624,https://static.skillshare.com/uploads/video/thumbnails/40ad851bda0e3ad6d320ad110b26c196/448-252
"Designing for a Global Audience: How to Create Visuals that Work Around the World",692235023,https://www.skillshare.com/classes/holberton-image-search/692235023,https://static.skillshare.com/uploads/video/thumbnails/5bb1fd92607fd5c74d31e7e511eb35c0/448-252
"Bookkeeping for Freelancers: How to Handle Your Finances",2109321271,https://www.skillshare.com/classes/holberton-image-search/2109321271,https://static.skillshare.com/uploads/video/thumbnails/1a5a0036f5ce437242f20ec5a1d05f1d/448-252
"Mixed Media For Beginners: Combining Colored Pencil and Gouache",46846089,https://www.skillshare.com/classes/holberton-image-search/46846089,https://static.skillshare.com/uploads/video/thumbnails/2aa059a8f6a0d98d06ba95b32d44e4a8/448-252
"Be Your Own Boss: Strategies for Launching Your Creative Career",778108715,https://www.skillshare.com/classes/holberton-image-search/778108715,https://static.skillshare.com/uploads/video/thumbnails/2de05311f6e8bda0acb5adb1266c1930/448-252
"Skillshare Talks | From Dreaming to Doing with Creative Freelancer Bonnie Christine",1941434553,https://www.skillshare.com/classes/holberton-image-search/1941434553,https://static.skillshare.com/uploads/video/thumbnails/f96902cc9d622e2e56c9f1a580d0a617/448-252
"Introduction to Lighting for Videography",1868090381,https://www.skillshare.com/classes/holberton-image-search/1868090381,https://static.skillshare.com/uploads/video/thumbnails/37c54bedf339e08f920c8a97fb4a7084/448-252
"The Business of Calligraphy: Pricing, Marketing & Freelancing for Lettering Artists",1117308914,https://www.skillshare.com/classes/holberton-image-search/1117308914,https://static.skillshare.com/uploads/video/thumbnails/3bf12157287622b32b10c506a9662371/448-252
"How to Set Up a Custom Watercolor Palette",214243908,https://www.skillshare.com/classes/holberton-image-search/214243908,https://static.skillshare.com/uploads/video/thumbnails/0fbce18929ddfb1d3071525338355e63/448-252
"Create Repeat Patterns with Adobe Textile Designer",1244680321,https://www.skillshare.com/classes/holberton-image-search/1244680321,https://static.skillshare.com/uploads/video/thumbnails/4ea0a8b04b99d7813e2c7d7f0f7a4b02/448-252
"Lettering in Color: Colorful Brush Lettering with Fudenosuke Colors",1712571104,https://www.skillshare.com/classes/holberton-image-search/1712571104,https://static.skillshare.com/uploads/video/thumbnails/cf9e961048c96617cf33f6beb1249800/448-252
"Winter Holiday Illustrations on Your iPad: Digital and Printable Art for the Holidays + 26 Stamps",973763946,https://www.skillshare.com/classes/holberton-image-search/973763946,https://static.skillshare.com/uploads/video/thumbnails/9d8ec9e94614abf057f34db1aa77b9d7/448-252
"Narrative Art: Drawing Imaginary Characters",1955610883,https://www.skillshare.com/classes/holberton-image-search/1955610883,https://static.skillshare.com/uploads/video/thumbnails/64da39c26df268e5f0cbbf3bbebeae3f/448-252
"Writing for Expression: How to Make Your Words More Artful & Lyrical",1520871152,https://www.skillshare.com/classes/holberton-image-search/1520871152,https://static.skillshare.com/uploads/video/thumbnails/91061999b0434bf464fcd8c5852fe5eb/448-252
"The Filmmaker Path: 8 Essential Tips For Success",524187183,https://www.skillshare.com/classes/holberton-image-search/524187183,https://static.skillshare.com/uploads/video/thumbnails/4c0ec6bf4db81c20a7fe68ba09cfacbe/448-252
"Watercolor Basics: Layering with Trees",945211114,https://www.skillshare.com/classes/holberton-image-search/945211114,https://static.skillshare.com/uploads/video/thumbnails/401dbbd69d1989d0a7efd998f490f8eb/448-252
"Paint with Me: Vintage-Inspired Botanical Illustration Using Mixed Media",911546334,https://www.skillshare.com/classes/holberton-image-search/911546334,https://static.skillshare.com/uploads/video/thumbnails/8e4606bcbca739d2336d69486f912769/448-252
"How to name your brand or product",1380973719,https://www.skillshare.com/classes/holberton-image-search/1380973719,https://static.skillshare.com/uploads/video/thumbnails/978f69225fa52c23f92c06c3ba5f1c68/448-252
"Design a Brand Identity: Stand Out from the Crowd",1721485142,https://www.skillshare.com/classes/holberton-image-search/1721485142,https://static.skillshare.com/uploads/video/thumbnails/41cf73b8567b25038e0b0d2d083c0903/448-252
"Creative Illustration: Draw Your Dream Vacation",1833604766,https://www.skillshare.com/classes/holberton-image-search/1833604766,https://static.skillshare.com/uploads/video/thumbnails/117520625abcc4a573eb64646ae18918/448-252
"Surface Pattern Design Fundamentals II - Design a Jungle Animal Inspired Pattern Collection",1940312319,https://www.skillshare.com/classes/holberton-image-search/1940312319,https://static.skillshare.com/uploads/video/thumbnails/76f3fde505054a9ad43a0251b0147f3a/448-252
"Photoshop for Lunch™ - Preparing images for Social Media, Blogs and eBooks",596309527,https://www.skillshare.com/classes/holberton-image-search/596309527,https://static.skillshare.com/uploads/video/thumbnails/66c01716d01a3ddd97fe15a0bab5a0e9/448-252
"Autumn in Watercolour",256016070,https://www.skillshare.com/classes/holberton-image-search/256016070,https://static.skillshare.com/uploads/video/thumbnails/fd75da7432d2c3b3f7bc5639c54a2f5c/448-252
"Photoshop Efficiency - Techniques For Consistent Marketing",1188255402,https://www.skillshare.com/classes/holberton-image-search/1188255402,https://static.skillshare.com/uploads/video/thumbnails/038aeccd9848a81e0f84927a8aaccf25/448-252
"Creating a Modern, Cinematic Documentary with Soul",284760858,https://www.skillshare.com/classes/holberton-image-search/284760858,https://static.skillshare.com/uploads/video/thumbnails/3cc44903f8b1a855036ff3985b5188b1/448-252
"Creating a Simple Animation in Cinema 4D Using Dynamics",815120159,https://www.skillshare.com/classes/holberton-image-search/815120159,https://static.skillshare.com/uploads/video/thumbnails/5844522473001/448-252
"Pattern Design: From Sketch to Repeat Pattern | Using Adobe Draw & Adobe Illustrator",852267073,https://www.skillshare.com/classes/holberton-image-search/852267073,https://static.skillshare.com/uploads/video/thumbnails/678151841573e7ca4f707742b512b28d/448-252
"Procreate Fundamentals: Everything You Didn't Realize You Wanted to Know",726425957,https://www.skillshare.com/classes/holberton-image-search/726425957,https://static.skillshare.com/uploads/video/thumbnails/984d56f5826e000897b51a917923638f/448-252
"Sketchbook Practice: Secret Life of a Sketchbook",1705589075,https://www.skillshare.com/classes/holberton-image-search/1705589075,https://static.skillshare.com/uploads/video/thumbnails/7869e60a169f4d5ae0092d1657eedc95/448-252
"How to Paint: Watercolor Loose Florals (Part 2)",437367940,https://www.skillshare.com/classes/holberton-image-search/437367940,https://static.skillshare.com/uploads/video/thumbnails/6cb70837d2e703b6db4215c30e6fd010/448-252
"Improve Your Ink Work: Brush Pen Adventures with Lines and Textures",1687007462,https://www.skillshare.com/classes/holberton-image-search/1687007462,https://static.skillshare.com/uploads/video/thumbnails/fbaf594e89de4e64a5ed66651c34324e/448-252
"Block Print Style Illustrations on Your iPad + Free Block Print Stamps and Textures for Procreate",1270135446,https://www.skillshare.com/classes/holberton-image-search/1270135446,https://static.skillshare.com/uploads/video/thumbnails/1430b41820efb3741749f643ce4e714d/448-252
"How to Start a Startup: From Idea to Innovation",170037994,https://www.skillshare.com/classes/holberton-image-search/170037994,https://static.skillshare.com/uploads/video/thumbnails/b1e0199f7cad22f08a11a5bd5cf8e669/448-252
"From Hobby to Calligraphy Business: 4 Ways to Start Getting Clients",961263403,https://www.skillshare.com/classes/holberton-image-search/961263403,https://static.skillshare.com/uploads/video/thumbnails/3ec93fa439b0146eed66a0a44ecc2f19/448-252
"Ink Drawing Boot Camp: Build Killer Skills",462564408,https://www.skillshare.com/classes/holberton-image-search/462564408,https://static.skillshare.com/uploads/video/thumbnails/8a06278596798efab24a798f96138c50/448-252
"Learn to Use Procreate: Design and Illustrate a Bear Character",2039426783,https://www.skillshare.com/classes/holberton-image-search/2039426783,https://static.skillshare.com/uploads/video/thumbnails/750816ad835a558a84bd647f2023ef00/448-252
"Film Festival 101: How to Design a Successful Film Festival Strategy",490104386,https://www.skillshare.com/classes/holberton-image-search/490104386,https://static.skillshare.com/uploads/video/thumbnails/78815a1d7f0abab5b20716de3c2d0d7f/448-252
"Lightroom Classic CC: A Total Beginner Walkthrough",1302030129,https://www.skillshare.com/classes/holberton-image-search/1302030129,https://static.skillshare.com/uploads/video/thumbnails/500df3b2a4b6d41c97ee56c698521601/448-252
"The Art of Revision: How to Make Your Good Film, Great in 6 Steps",1223060016,https://www.skillshare.com/classes/holberton-image-search/1223060016,https://static.skillshare.com/uploads/video/thumbnails/7116225cecad000388388f8d018f0273/448-252
"Logo Design: Adventurous Illustrative Badges",1932781849,https://www.skillshare.com/classes/holberton-image-search/1932781849,https://static.skillshare.com/uploads/video/thumbnails/9170d4dc9ad809904c1dbf0bbb9eb821/448-252
"UpWork Freelancing: Your Guide to Finding Remote Freelance Jobs",1903716232,https://www.skillshare.com/classes/holberton-image-search/1903716232,https://static.skillshare.com/uploads/video/thumbnails/b0965df3aaf97207b228d302ce889ab7/448-252
"How to Professionally Approach Art Buyers & Art Directors with Your Artwork",1150005834,https://www.skillshare.com/classes/holberton-image-search/1150005834,https://static.skillshare.com/uploads/video/thumbnails/eb1c311205aedece1f54eb951af16985/448-252
"Modern Folk Art Illustrations on Your iPad in Procreate + Free Folk Art Stamp Brushes and Templates",1974521986,https://www.skillshare.com/classes/holberton-image-search/1974521986,https://static.skillshare.com/uploads/video/thumbnails/282d91a8536f03c85667aa3b3e53d1fe/448-252
"Art Licensing Fundamentals: Finding Buyers for Your Art",1219576917,https://www.skillshare.com/classes/holberton-image-search/1219576917,https://static.skillshare.com/uploads/video/thumbnails/1d0aee7222935b007e3d9422b9c42fa0/448-252
"Demystifying Parallax: Learn to Create Interactive Web Pages with JavaScript",453500235,https://www.skillshare.com/classes/holberton-image-search/453500235,https://static.skillshare.com/uploads/video/thumbnails/8b2db58a4d9868bc0a00fc61ec17b61c/448-252
"Using Procreate® to Create Client Work - A Halloween Pattern",543294230,https://www.skillshare.com/classes/holberton-image-search/543294230,https://static.skillshare.com/uploads/video/thumbnails/5d185ac3b58124e289680d00c01d8979/448-252
"How to Prep a Watercolor Palette the RIGHT Way",989359059,https://www.skillshare.com/classes/holberton-image-search/989359059,https://static.skillshare.com/uploads/video/thumbnails/9e2e22437adef155dd0e8c3773418be2/448-252
"Create Handmade Repeat Patterns: Plus Turn Your Art into Wrapping Paper",1103867650,https://www.skillshare.com/classes/holberton-image-search/1103867650,https://static.skillshare.com/uploads/video/thumbnails/21730e60a38003ea3bd7ea4a7235f61a/448-252
"Creative coding: Create CSS collage",1972189754,https://www.skillshare.com/classes/holberton-image-search/1972189754,https://static.skillshare.com/uploads/video/thumbnails/ac55c37a07841eac6d61f2ac97aa71d4/448-252
"Quick & Dirty Photocopy Effects in Photoshop",1983022561,https://www.skillshare.com/classes/holberton-image-search/1983022561,https://static.skillshare.com/uploads/video/thumbnails/8da5978d679f1e6223bf77704bd7552d/448-252
"Chasing Mary Blair's Work + Impact: Create 3 Inspired Illustrations",1489988017,https://www.skillshare.com/classes/holberton-image-search/1489988017,https://static.skillshare.com/uploads/video/thumbnails/8f60d5f05d1ee483e748cc45b351fad9/448-252
"Instagram for Artists: Grow Your Following with Daily Drawing Challenges",1278396160,https://www.skillshare.com/classes/holberton-image-search/1278396160,https://static.skillshare.com/uploads/video/thumbnails/dbdfdd4149c7324bc9ce6af29da82345/448-252
"Watercolour Greenery Part 2: Basic Leaves & Branches",205457198,https://www.skillshare.com/classes/holberton-image-search/205457198,https://static.skillshare.com/uploads/video/thumbnails/5b8fdec958da32f446a4308af877cedf/448-252
"Watercolour Greenery Part 1: How to Mix Greens",454106025,https://www.skillshare.com/classes/holberton-image-search/454106025,https://static.skillshare.com/uploads/video/thumbnails/95b512731aa6a02992aff25915401de0/448-252
"Watercolor Misty Pines in Monochrome - Step by Step",1499299938,https://www.skillshare.com/classes/holberton-image-search/1499299938,https://static.skillshare.com/uploads/video/thumbnails/3053ae9f2bd8077b6e4daf5ddfd0eade/448-252
"Create Fonts on Your iPad in iFont in a Few Easy Steps + 3 Free Fonts",683789185,https://www.skillshare.com/classes/holberton-image-search/683789185,https://static.skillshare.com/uploads/video/thumbnails/29eff9763fde344d746236d61ebffee5/448-252
"Autumn Watercolors: 5 Easy Fall Paintings",1625291982,https://www.skillshare.com/classes/holberton-image-search/1625291982,https://static.skillshare.com/uploads/video/thumbnails/5d53a48c9f5f2848ab7219de8b7d5f8b/448-252
"Remove the Background from Any Illustration Using Pixelmator",53175001,https://www.skillshare.com/classes/holberton-image-search/53175001,https://static.skillshare.com/uploads/video/thumbnails/e79a0b5c4f446b82209da37dedd278de/448-252
"Intro to Digital Painting: Procreate to Photoshop! A Beginner-Friendly Guide",640233088,https://www.skillshare.com/classes/holberton-image-search/640233088,https://static.skillshare.com/uploads/video/thumbnails/3b648b16e6c64e7320d96a31196ca012/448-252
"Hand Drawn Half Drop Repeat Patterns:  IPAD EDITION",2018060806,https://www.skillshare.com/classes/holberton-image-search/2018060806,https://static.skillshare.com/uploads/video/thumbnails/9e8cd095be897707d1e419dba5af2430/448-252
"Creating Depth Through Color Value + Contrast: Paint A Watercolor Succulent",1512399305,https://www.skillshare.com/classes/holberton-image-search/1512399305,https://static.skillshare.com/uploads/video/thumbnails/b6daac82d3ed547821635d7e0ea391ad/448-252
"The ABCs of Brush Pen Lettering | Learn The Majuscule (Uppercase) Alphabet",1443097399,https://www.skillshare.com/classes/holberton-image-search/1443097399,https://static.skillshare.com/uploads/video/thumbnails/654be9d48365fee0365bcff945c8033e/448-252
"Decorate Your iPad Lettering+ Free Lettering Templates & Textures",1469949867,https://www.skillshare.com/classes/holberton-image-search/1469949867,https://static.skillshare.com/uploads/video/thumbnails/11b3ee69a2f5124889880a214f4052e3/448-252
"Foil Effects for Your Lettering and Artwork: How to Use Heat Transfer Foil",1448721961,https://www.skillshare.com/classes/holberton-image-search/1448721961,https://static.skillshare.com/uploads/video/thumbnails/aa7d472a465f9a5b3dcb78e9e4a133db/448-252
"Learn to paint Magical Landscapes in Watercolor",238741292,https://www.skillshare.com/classes/holberton-image-search/238741292,https://static.skillshare.com/uploads/video/thumbnails/1f02b9126302c92b13dd6b3863ec6995/448-252
"Watercolor Hot air balloon : Beautiful and Easy watercolor Project",1385800537,https://www.skillshare.com/classes/holberton-image-search/1385800537,https://static.skillshare.com/uploads/video/thumbnails/66ef576c6f9c482232b0d8a87877e24f/448-252
"Easy Watercolor Patterns Using Brush Pens + Illustrator",1925976941,https://www.skillshare.com/classes/holberton-image-search/1925976941,https://static.skillshare.com/uploads/video/thumbnails/a442f9cf14c3b75e9b3b791657af689d/448-252
"Fast Font Mods",1089761972,https://www.skillshare.com/classes/holberton-image-search/1089761972,https://static.skillshare.com/uploads/video/thumbnails/630ba418b97b51e89f603f0e693705f0/448-252
"Level Up Your Characters: 5 Techniques for Creating Better Character Designs",2059662718,https://www.skillshare.com/classes/holberton-image-search/2059662718,https://static.skillshare.com/uploads/video/thumbnails/bfd0630f039f5de084e372a9992a938e/448-252
"Responsive HTML Email Development",1188374162,https://www.skillshare.com/classes/holberton-image-search/1188374162,https://static.skillshare.com/uploads/video/thumbnails/7e85cb0ca4962082bd22f926789c49d3/448-252
"Watercolor Mixing Based on Pigment Properties",1971934123,https://www.skillshare.com/classes/holberton-image-search/1971934123,https://static.skillshare.com/uploads/video/thumbnails/996cb9159772bd76319f698143763039/448-252
"Baugasm™ Series #10 - Design 3 Different Abstract Posters in Adobe Photoshop and Illustrator",66826731,https://www.skillshare.com/classes/holberton-image-search/66826731,https://static.skillshare.com/uploads/video/thumbnails/c4ab31f9ff69730a4315b7e51b8329db/448-252
"Productivity: How to Achieve Goals with a Positive Mindset",2032495486,https://www.skillshare.com/classes/holberton-image-search/2032495486,https://static.skillshare.com/uploads/video/thumbnails/9e2f1192bf80cba6497802f8facb7465/448-252
"Going Viral: Write, Film & Make Content People Share",1600155486,https://www.skillshare.com/classes/holberton-image-search/1600155486,https://static.skillshare.com/uploads/video/thumbnails/52c2721527717ca5373d2f6dacc205c2/448-252
"Watercolor Hand Lettering on Your iPad in Procreate + Free Brushes and Paper Texture",621192110,https://www.skillshare.com/classes/holberton-image-search/621192110,https://static.skillshare.com/uploads/video/thumbnails/29b0c372ee71b75fcb8836960c7fef44/448-252
"Create a Symmetrical Character in Procreate",1413433571,https://www.skillshare.com/classes/holberton-image-search/1413433571,https://static.skillshare.com/uploads/video/thumbnails/67dcded0e166cb88c1b6891ff1adee77/448-252
"Painting a Scooter: Easy and Fun Watercolor Project",366395198,https://www.skillshare.com/classes/holberton-image-search/366395198,https://static.skillshare.com/uploads/video/thumbnails/353e9c8cf7585c939c893eb98c55e3fc/448-252
"Set SEO Strategy: Using the Google Search Console",1248825092,https://www.skillshare.com/classes/holberton-image-search/1248825092,https://static.skillshare.com/uploads/video/thumbnails/5480ad5d7f2473be8f60796e0ff44619/448-252
"Web Development Fundamentals: Javascript",342157332,https://www.skillshare.com/classes/holberton-image-search/342157332,https://static.skillshare.com/uploads/video/thumbnails/0ca776887c0c5c36e02d7d4745cb85d1/448-252
"Acrylic Painting: Learn the Basics For Beginners",1186449914,https://www.skillshare.com/classes/holberton-image-search/1186449914,https://static.skillshare.com/uploads/video/thumbnails/53a34a0ecc7eb0ff2c2bb857308da1d3/448-252
"Acrylic Painting: How To Create A Mixed Media Painting",311640670,https://www.skillshare.com/classes/holberton-image-search/311640670,https://static.skillshare.com/uploads/video/thumbnails/4bc0a42ef9d4fdd26f656b40a1ba26af/448-252
"How to Paint Watercolor Wreaths on Your iPad in Procreate + Free Watercolor Brushes",1842360015,https://www.skillshare.com/classes/holberton-image-search/1842360015,https://static.skillshare.com/uploads/video/thumbnails/fd569677d325c1a67fc70fb0b62a384b/448-252
"Paint with Me: Create a Mixed Media Pastry Illustration",649632732,https://www.skillshare.com/classes/holberton-image-search/649632732,https://static.skillshare.com/uploads/video/thumbnails/7b47739cf003d713cbf698fe12e08138/448-252
"Learn How to Draw: Features of the Face",922014060,https://www.skillshare.com/classes/holberton-image-search/922014060,https://static.skillshare.com/uploads/video/thumbnails/efa475fbd5601ae796367d83f1f001c8/448-252
"Watercolor Botanical Painting: Peony",1088491929,https://www.skillshare.com/classes/holberton-image-search/1088491929,https://static.skillshare.com/uploads/video/thumbnails/b032d556eca92f87f5c72685102473a2/448-252
"Creating Dedicated Landing Pages: How to Get Better ROI for Your Marketing Spend",1020336151,https://www.skillshare.com/classes/holberton-image-search/1020336151,https://static.skillshare.com/uploads/video/thumbnails/231910355c5c1ad6e7e286c778c80b7a/448-252
"Modern CSS: Writing Better, Cleaner, More Scalable Code",771669373,https://www.skillshare.com/classes/holberton-image-search/771669373,https://static.skillshare.com/uploads/video/thumbnails/8faa79cdad181d00991805da3272cbb7/448-252
"Learn Adobe Illustrator: Fundamentals for Beginners",808971532,https://www.skillshare.com/classes/holberton-image-search/808971532,https://static.skillshare.com/uploads/video/thumbnails/176e3281eb7fc55792fa0d5700dc321a/448-252
"Watercolor Animals - Part 2: How to Draw Eyes",887287612,https://www.skillshare.com/classes/holberton-image-search/887287612,https://static.skillshare.com/uploads/video/thumbnails/82e5a8d19fe1f53a72af747ed8df1b12/448-252
"Chalk Hand Lettering on Your iPad in Procreate + 11 Free Brushes & 15 Lettering Templates",1516888509,https://www.skillshare.com/classes/holberton-image-search/1516888509,https://static.skillshare.com/uploads/video/thumbnails/4ed76bfeebd89506f1094d1b6b2e3297/448-252
"Getting Paid to Travel: Becoming a Professional Travel Photographer",1027929420,https://www.skillshare.com/classes/holberton-image-search/1027929420,https://static.skillshare.com/uploads/video/thumbnails/2eea458bf01dc5673bbd55b28fc5e7fe/448-252
"Demystifying Culture & Leadership: Strategies for a Successful Business",1044048832,https://www.skillshare.com/classes/holberton-image-search/1044048832,https://static.skillshare.com/uploads/video/thumbnails/03305851107b78ce5438daa7df35037c/448-252
"Beyond Watercolor: Learn to Paint with Gouache",1740387296,https://www.skillshare.com/classes/holberton-image-search/1740387296,https://static.skillshare.com/uploads/video/thumbnails/8c3bdd4da16caa40623d3a4d08b7144a/448-252
"Acrylic Painting: How To Paint Using A Limited Color Palette",1484733436,https://www.skillshare.com/classes/holberton-image-search/1484733436,https://static.skillshare.com/uploads/video/thumbnails/143c139be2b18177efcc3d88234b3dd0/448-252
"Procreate and Real Watercolors: Combining Hand Painting with Digital",945568090,https://www.skillshare.com/classes/holberton-image-search/945568090,https://static.skillshare.com/uploads/video/thumbnails/e4647ec957621bb2d4a3b241aa6ed404/448-252
"Get Unstuck: Beat Procrastination for Once and For All!",1960282531,https://www.skillshare.com/classes/holberton-image-search/1960282531,https://static.skillshare.com/uploads/video/thumbnails/0e0a0810fcb02f0992103feb7d733014/448-252
"Create A Planetary Dinosaur Egg Using X-Particles",1328106317,https://www.skillshare.com/classes/holberton-image-search/1328106317,https://static.skillshare.com/uploads/video/thumbnails/efc0e3a6b0c444dafb07cc53178fcecc/448-252
"Building a Complete Photography Kit: Cameras, Lenses, Storage and Tools",1055050178,https://www.skillshare.com/classes/holberton-image-search/1055050178,https://static.skillshare.com/uploads/video/thumbnails/5b75dc3183b3c7583c8561024ffc3c1f/448-252
"How to Live Online: 5 Ways to Shape Your Digital World",1558306049,https://www.skillshare.com/classes/holberton-image-search/1558306049,https://static.skillshare.com/uploads/video/thumbnails/a8df23a645fc72e86563a6ab662a1594/448-252
"Responsive Web Design: Creating Flexible Websites That Last",440884573,https://www.skillshare.com/classes/holberton-image-search/440884573,https://static.skillshare.com/uploads/video/thumbnails/d77cd5c011478b2e72ee84886c864456/448-252
"Fundamentals of Photo Editing",2062308616,https://www.skillshare.com/classes/holberton-image-search/2062308616,https://static.skillshare.com/uploads/video/thumbnails/c4e37bcb5f1da768b9279544ec50f822/448-252
"Designing for Inclusivity: A Primer on Gender-Neutral Product Design",898270779,https://www.skillshare.com/classes/holberton-image-search/898270779,https://static.skillshare.com/uploads/video/thumbnails/91c8c585cc2ee828637903d2a2505e54/448-252
"Creative Writing: Crafting Personal Essays with Impact",1709959838,https://www.skillshare.com/classes/holberton-image-search/1709959838,https://static.skillshare.com/uploads/video/thumbnails/02db5918e503cd1066f6b24c223b6e46/448-252
"Getting a YES: How to Prep, Pitch, Persuade, and Close",31871267,https://www.skillshare.com/classes/holberton-image-search/31871267,https://static.skillshare.com/uploads/video/thumbnails/c9ee696180807ee59490183a71ae2c5b/448-252
"Data Visualization: Customizing Charts for Beauty & Impact",84030568,https://www.skillshare.com/classes/holberton-image-search/84030568,https://static.skillshare.com/uploads/video/thumbnails/c5e83e5c835f41c68ac7dd149c230df0/448-252
"Painting a Garden Chair : easy and fun Watercolor Project",602029166,https://www.skillshare.com/classes/holberton-image-search/602029166,https://static.skillshare.com/uploads/video/thumbnails/b54fe9828b2af6ecd6aee6eb08ef9beb/448-252
"Adobe Photoshop CC – Advanced Training Course",1918882966,https://www.skillshare.com/classes/holberton-image-search/1918882966,https://static.skillshare.com/uploads/video/thumbnails/b6b518cd76596b13f5da56eea0b8f0d1/448-252
"Creative Self-Care: A 5 Day Watercolor Challenge",296101548,https://www.skillshare.com/classes/holberton-image-search/296101548,https://static.skillshare.com/uploads/video/thumbnails/bc86deb02ff16bf5ade9a121561da4c6/448-252
"Pattern Design in Illustrator Masterclass",1143989677,https://www.skillshare.com/classes/holberton-image-search/1143989677,https://static.skillshare.com/uploads/video/thumbnails/d9da79b1c87bcde744f10b60338abfec/448-252
"Acrylic Painting: Explore A New Composition Using A Reference Photo",639566291,https://www.skillshare.com/classes/holberton-image-search/639566291,https://static.skillshare.com/uploads/video/thumbnails/9c7397441b0f1d9a7cf78760ca4b8189/448-252
"Paint Tropical Watercolor Fruit on Your iPad in Procreate + 9 Free Watercolor Brushes",529502073,https://www.skillshare.com/classes/holberton-image-search/529502073,https://static.skillshare.com/uploads/video/thumbnails/392fefc0629c52c292545e1765b3adce/448-252
"Self-Publish a Best Selling Book",395310683,https://www.skillshare.com/classes/holberton-image-search/395310683,https://static.skillshare.com/uploads/video/thumbnails/a34375f98d706901be4d1fe08ed2d779/448-252
"Create Compelling Products: Design, Print & Sell Tea Towel Calendars with Photoshop and Spoonflower",1957353401,https://www.skillshare.com/classes/holberton-image-search/1957353401,https://static.skillshare.com/uploads/video/thumbnails/f112bbed424a6d1c5317def080f15fc4/448-252
"Studio Fu: Brush Up on Brush Care",1046585418,https://www.skillshare.com/classes/holberton-image-search/1046585418,https://static.skillshare.com/uploads/video/thumbnails/3c639c9ec0f812810e03e00fe3a904bc/448-252
"Tell Your Brand Story / A Brand First Workshop",389165200,https://www.skillshare.com/classes/holberton-image-search/389165200,https://static.skillshare.com/uploads/video/thumbnails/3a7424142d38bd4968548d0283838b95/448-252
"Abstract & Organic iPad Doodling: Foster Your Creativity with Play & Experimentation",1484650304,https://www.skillshare.com/classes/holberton-image-search/1484650304,https://static.skillshare.com/uploads/video/thumbnails/f5ecdf8ba2bdcf8eb60a4b76acbed934/448-252
"Watercolour Techniques: How to Paint Feathers",182405720,https://www.skillshare.com/classes/holberton-image-search/182405720,https://static.skillshare.com/uploads/video/thumbnails/a414c8eb91798de7f76ac7b55f2febdc/448-252
"How to Critique Any Design",1858961452,https://www.skillshare.com/classes/holberton-image-search/1858961452,https://static.skillshare.com/uploads/video/thumbnails/3b2686e771543247354e2713d2ed9057/448-252
"Acrylic Painting: How To Paint An Abstract Landscape",904217363,https://www.skillshare.com/classes/holberton-image-search/904217363,https://static.skillshare.com/uploads/video/thumbnails/c0b59c6a38328816a7111f248bb39dfb/448-252
"10 Photoshop Tips for Surface Designers",597564310,https://www.skillshare.com/classes/holberton-image-search/597564310,https://static.skillshare.com/uploads/video/thumbnails/3fc6f140daff0cc1ae1cb54c7b6a7156/448-252
"Freelancing for Beginners",1262489332,https://www.skillshare.com/classes/holberton-image-search/1262489332,https://static.skillshare.com/uploads/video/thumbnails/5da204a566a30768248b192c86644a77/448-252
"Painting a Photo Camera: Easy and Fun Watercolor Project",560606537,https://www.skillshare.com/classes/holberton-image-search/560606537,https://static.skillshare.com/uploads/video/thumbnails/3ba53972423a634f367e3fe99b659aa9/448-252
"Social Media Marketing: Top Tips for Growing Your Followers & Going Viral",2147147253,https://www.skillshare.com/classes/holberton-image-search/2147147253,https://static.skillshare.com/uploads/video/thumbnails/3532042721e16504fcd16c435f283389/448-252
"Introduction to Retention Marketing: Maximize Your Repeat Customers",179755761,https://www.skillshare.com/classes/holberton-image-search/179755761,https://static.skillshare.com/uploads/video/thumbnails/1ed4def3505d5fe4fbc0cddef628016c/448-252
"Brand Strategy: Build a Business that Lasts",2083092514,https://www.skillshare.com/classes/holberton-image-search/2083092514,https://static.skillshare.com/uploads/video/thumbnails/f0c82be4fe5c65ba3e728b73be21d961/448-252
"DIY Marbled Plateware & Home Decor",1442895343,https://www.skillshare.com/classes/holberton-image-search/1442895343,https://static.skillshare.com/uploads/video/thumbnails/5813506887001/448-252
"Painting Teacups in Gouache: Exploring Shape, Colour and Pattern",872963509,https://www.skillshare.com/classes/holberton-image-search/872963509,https://static.skillshare.com/uploads/video/thumbnails/82024ab91fd73777098402b96ce73ee9/448-252
"Free Class - Watercolor Summer Window: Easy and Fun Watercolor Project",1295810708,https://www.skillshare.com/classes/holberton-image-search/1295810708,https://static.skillshare.com/uploads/video/thumbnails/0c1d656f7f746e7e1829e4daa0ad8709/448-252
"Social Media Stardom: Making the Most of Instagram",1716976994,https://www.skillshare.com/classes/holberton-image-search/1716976994,https://static.skillshare.com/uploads/video/thumbnails/fdbe3ed2097da69bf6bfea15a858b339/448-252
"License Your Artwork: Learn to Craft Compelling Groups",1766377566,https://www.skillshare.com/classes/holberton-image-search/1766377566,https://static.skillshare.com/uploads/video/thumbnails/a724fac51fc13b316ddb147ca5c671e6/448-252
